# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
267	8_big	Big	NdandaTwefap	Ndanda_Twefap	mbǔʔhí	mbǔʔhí	ⁿb ǔ/u ʔ h í/i	ndan1241		5.027245	10.473575		1 7 1 3 7	AXBCZ	PYHHI	9	9.P.C 9.Y.V 9.H.C 9.H.C 9.I.V	2.0 1.5 1.75 1.5 0.8	ⁿbǔ/uʔhí/i	0	91	ⁿb ǔ/u ʔ h í/i
268	8_big	Big	NdandaDenfap	Ndanda_Denfap	hǔ	hǔ	h ǔ/u	ndan1241		5.111459	10.336031		3 7	AX	HY	3	3.H.C 3.Y.V	2.0 1.5	hǔ/u	0	93	h ǔ/u
269	8_big	Big	NdandaZua	Ndanda_Zua	húʔ	húʔ	h ú/u ʔ						3 7 1	AXN	HYH	10	10.H.C 10.Y.V 10.H.c	2.0 1.5 0.8	hú/uʔ	0	95	h ú/u ʔ
270	8_big	Big	Goshimjang	Goshimjang	ŋkɔ̀ŋgì	ŋkɔ̀ŋgì	ⁿk ɔ̀/ɔ ⁿg ì/i	ndan1241		5.234168	10.407013		1 7 1 7	AXBZ	KUKI	1	1.K.C 1.U.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	ⁿkɔ̀/ɔⁿgì/i	0	90	ⁿk ɔ̀/ɔ ⁿg ì/i
#
451	9_bird	Bird	NdandaNyep	Ndanda_Nyep	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k	bato1245		5.254489	10.471901		3 7 1	AXN	SIK	7	7.S.C 7.I.V 7.K.c	2.0 1.5 0.8	sɨ̂/ɨk	0	104	s ɨ̂/ɨ k
452	9_bird	Bird	NdandaShingou	Ndanda_Shingou	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k	ndan1241		5.238847	10.491081		3 7 1	AXN	SIK	8	8.S.C 8.I.V 8.K.c	2.0 1.5 0.8	sɨ̂/ɨk	0	104	s ɨ̂/ɨ k
453	9_bird	Bird	NdandaCaa	Ndanda_Ca-a	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k	ndan1241		5.14715	10.3942		3 7 1	AXN	SIK	2	2.S.C 2.I.V 2.K.c	2.0 1.5 0.8	sɨ̂/ɨk	0	104	s ɨ̂/ɨ k
454	9_bird	Bird	NdandaMeno	Ndanda_Meno	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k	ndan1241		5.069482	10.425853		3 7 1	AXN	SIK	5	5.S.C 5.I.V 5.K.c	2.0 1.5 0.8	sɨ̂/ɨk	0	104	s ɨ̂/ɨ k
455	9_bird	Bird	NdandaLek	Ndanda_Lek	sɨ́ŋ	sɨ́ŋ	s ɨ́/ɨ ŋ	ndan1241		5.150741	10.429029		3 7 4	AXN	SIN	4	4.S.C 4.I.V 4.N.c	2.0 1.5 0.8	sɨ́/ɨŋ	0	104	s ɨ́/ɨ ŋ
456	9_bird	Bird	NdandaNgwa	Ndanda_Ngwa	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k	ndan1241		5.191047	10.473404		3 7 1	AXN	SIK	6	6.S.C 6.I.V 6.K.c	2.0 1.5 0.8	sɨ̂/ɨk	0	104	s ɨ̂/ɨ k
457	9_bird	Bird	NdandaTwefap	Ndanda_Twefap	sɔ̌k	sɔ̌k	s ɔ̌/ɔ k	ndan1241		5.027245	10.473575		3 7 1	AXN	SUK	9	9.S.C 9.U.V 9.K.c	2.0 1.5 0.8	sɔ̌/ɔk	0	104	s ɔ̌/ɔ k
458	9_bird	Bird	NdandaDenfap	Ndanda_Denfap	sɔ̌k	sɔ̌k	s ɔ̌/ɔ k	ndan1241		5.111459	10.336031		3 7 1	AXN	SUK	3	3.S.C 3.U.V 3.K.c	2.0 1.5 0.8	sɔ̌/ɔk	0	104	s ɔ̌/ɔ k
459	9_bird	Bird	NdandaZua	Ndanda_Zua	sɨ́ŋ	sɨ́ŋ	s ɨ́/ɨ ŋ						3 7 4	AXN	SIN	10	10.S.C 10.I.V 10.N.c	2.0 1.5 0.8	sɨ́/ɨŋ	0	104	s ɨ́/ɨ ŋ
460	9_bird	Bird	Goshimjang	Goshimjang	sɨ́ŋ	sɨ́ŋ	s ɨ́/ɨ ŋ	ndan1241		5.234168	10.407013		3 7 4	AXN	SIN	1	1.S.C 1.I.V 1.N.c	2.0 1.5 0.8	sɨ́/ɨŋ	0	104	s ɨ́/ɨ ŋ
#
1751	10_black	Black	NdandaNyep	Ndanda_Nyep	sísɨ́	sísɨ́	s í/i s ɨ́/ɨ	bato1245		5.254489	10.471901		3 7 3 7	AXBZ	SISI	7	7.S.C 7.I.V 7.S.C 7.I.V	2.0 1.5 1.75 0.8	sí/isɨ́/ɨ	0	115	s í/i s ɨ́/ɨ
1752	10_black	Black	NdandaShingou	Ndanda_Shingou	sǐsɨ̌	sǐsɨ̌	s ǐ/i s ɨ̌/ɨ	ndan1241		5.238847	10.491081		3 7 3 7	AXBZ	SISI	8	8.S.C 8.I.V 8.S.C 8.I.V	2.0 1.5 1.75 0.8	sǐ/isɨ̌/ɨ	0	115	s ǐ/i s ɨ̌/ɨ
1753	10_black	Black	NdandaCaa	Ndanda_Ca-a	sísɨ̌	sísɨ̌	s í/i s ɨ̌/ɨ	ndan1241		5.14715	10.3942		3 7 3 7	AXBZ	SISI	2	2.S.C 2.I.V 2.S.C 2.I.V	2.0 1.5 1.75 0.8	sí/isɨ̌/ɨ	0	115	s í/i s ɨ̌/ɨ
1754	10_black	Black	NdandaMeno	Ndanda_Meno	sǐsɨ̌	sǐsɨ̌	s ǐ/i s ɨ̌/ɨ	ndan1241		5.069482	10.425853		3 7 3 7	AXBZ	SISI	5	5.S.C 5.I.V 5.S.C 5.I.V	2.0 1.5 1.75 0.8	sǐ/isɨ̌/ɨ	0	115	s ǐ/i s ɨ̌/ɨ
1755	10_black	Black	NdandaLek	Ndanda_Lek	sɨsə́	sɨsə́	s ɨ s ə́/ə	ndan1241		5.150741	10.429029		3 7 3 7	AXBZ	SISE	4	4.S.C 4.I.V 4.S.C 4.E.V	2.0 1.5 1.75 0.8	sɨsə́/ə	0	115	s ɨ s ə́/ə
1756	10_black	Black	NdandaNgwa	Ndanda_Ngwa	tse tse	tse_tse	ts e + ts e	ndan1241		5.191047	10.473404		2 7 9 2 7	AX_AX	CE_CE	6	6.C.C 6.E.V 6._._ 6.C.C 6.E.V	2.0 1.5 0.0 2.0 1.5	tse+tse	0	116 117	ts e + ts e
1757	10_black	Black	NdandaTwefap	Ndanda_Twefap	sísɨ̌	sísɨ̌	s í/i s ɨ̌/ɨ	ndan1241		5.027245	10.473575		3 7 3 7	AXBZ	SISI	9	9.S.C 9.I.V 9.S.C 9.I.V	2.0 1.5 1.75 0.8	sí/isɨ̌/ɨ	0	115	s í/i s ɨ̌/ɨ
1758	10_black	Black	NdandaDenfap	Ndanda_Denfap	ʃíʃé	ʃíʃé	ʃ í/i ʃ é/e	ndan1241		5.111459	10.336031		3 7 3 7	AXBZ	SISE	3	3.S.C 3.I.V 3.S.C 3.E.V	2.0 1.5 1.75 0.8	ʃí/iʃé/e	0	115	ʃ í/i ʃ é/e
1759	10_black	Black	NdandaZua	Ndanda_Zua	sɨsə́	sɨsə́	s ɨ s ə́/ə						3 7 3 7	AXBZ	SISE	10	10.S.C 10.I.V 10.S.C 10.E.V	2.0 1.5 1.75 0.8	sɨsə́/ə	0	115	s ɨ s ə́/ə
1760	10_black	Black	Goshimjang	Goshimjang	sɨsə́	sɨsə́	s ɨ s ə́/ə	ndan1241		5.234168	10.407013		3 7 3 7	AXBZ	SISE	1	1.S.C 1.I.V 1.S.C 1.E.V	2.0 1.5 1.75 0.8	sɨsə́/ə	0	115	s ɨ s ə́/ə
#
631	11_blood	Blood	NdandaNyep	Ndanda_Nyep	ʃè mbǎk	ʃè_mbǎk	ʃ è/e + ⁿb ǎ/a k	bato1245		5.254489	10.471901		3 7 9 1 7 1	AX_AXN	SE_PAK	7	7.S.C 7.E.V 7._._ 7.P.C 7.A.V 7.K.c	2.0 1.5 0.0 2.0 1.5 0.8	ʃè/e+ⁿbǎ/ak	0	128 129	ʃ è/e + ⁿb ǎ/a k
632	11_blood	Blood	NdandaShingou	Ndanda_Shingou	sé mbǎk	sé_mbǎk	s é/e + ⁿb ǎ/a k	ndan1241		5.238847	10.491081		3 7 9 1 7 1	AX_AXN	SE_PAK	8	8.S.C 8.E.V 8._._ 8.P.C 8.A.V 8.K.c	2.0 1.5 0.0 2.0 1.5 0.8	sé/e+ⁿbǎ/ak	0	128 129	s é/e + ⁿb ǎ/a k
633	11_blood	Blood	NdandaCaa	Ndanda_Ca-a	sé mbǎk	sé_mbǎk	s é/e + ⁿb ǎ/a k	ndan1241		5.14715	10.3942		3 7 9 1 7 1	AX_AXN	SE_PAK	2	2.S.C 2.E.V 2._._ 2.P.C 2.A.V 2.K.c	2.0 1.5 0.0 2.0 1.5 0.8	sé/e+ⁿbǎ/ak	0	128 129	s é/e + ⁿb ǎ/a k
634	11_blood	Blood	NdandaMeno	Ndanda_Meno	nse mbǎk	nse_mbǎk	ⁿs e + ⁿb ǎ/a k	ndan1241		5.069482	10.425853		3 7 9 1 7 1	AX_AXN	SE_PAK	5	5.S.C 5.E.V 5._._ 5.P.C 5.A.V 5.K.c	2.0 1.5 0.0 2.0 1.5 0.8	ⁿse+ⁿbǎ/ak	0	128 129	ⁿs e + ⁿb ǎ/a k
635	11_blood	Blood	NdandaLek	Ndanda_Lek	ndzjɛ́p	ndzjɛ́p	ⁿdz j ɛ́/ɛ p	ndan1241		5.150741	10.429029		2 6 7 1	ACXN	CJEP	4	4.C.C 4.J.C 4.E.V 4.P.c	2.0 1.5 1.5 0.8	ⁿdzjɛ́/ɛp	0	131	ⁿdz j ɛ́/ɛ p
636	11_blood	Blood	NdandaNgwa	Ndanda_Ngwa	dǐp	dǐp	d ǐ/i p	ndan1241		5.191047	10.473404		1 7 1	AXN	TIP	6	6.T.C 6.I.V 6.P.c	2.0 1.5 0.8	dǐ/ip	0	132	d ǐ/i p
637	11_blood	Blood	NdandaTwefap	Ndanda_Twefap	ʃé pǎk	ʃé_pǎk	ʃ é/e + p ǎ/a k	ndan1241		5.027245	10.473575		3 7 9 1 7 1	AX_AXN	SE_PAK	9	9.S.C 9.E.V 9._._ 9.P.C 9.A.V 9.K.c	2.0 1.5 0.0 2.0 1.5 0.8	ʃé/e+pǎ/ak	0	128 129	ʃ é/e + p ǎ/a k
638	11_blood	Blood	NdandaDenfap	Ndanda_Denfap	tʃé pǎk	tʃé_pǎk	tʃ é/e + p ǎ/a k	ndan1241		5.111459	10.336031		1 7 9 1 7 1	AX_AXN	TE_PAK	3	3.T.C 3.E.V 3._._ 3.P.C 3.A.V 3.K.c	2.0 1.5 0.0 2.0 1.5 0.8	tʃé/e+pǎ/ak	0	130 129	tʃ é/e + p ǎ/a k
639	11_blood	Blood	NdandaZua	Ndanda_Zua	lɨ́gə́	lɨ́gə́	l ɨ́/ɨ g ə́/ə						5 7 1 7	AXBZ	LIKE	10	10.L.C 10.I.V 10.K.C 10.E.V	2.0 1.5 1.75 0.8	lɨ́/ɨgə́/ə	0	127	l ɨ́/ɨ g ə́/ə
640	11_blood	Blood	Goshimjang	Goshimjang	lɨ́gə́	lɨ́gə́	l ɨ́/ɨ g ə́/ə	ndan1241		5.234168	10.407013		5 7 1 7	AXBZ	LIKE	1	1.L.C 1.I.V 1.K.C 1.E.V	2.0 1.5 1.75 0.8	lɨ́/ɨgə́/ə	0	127	l ɨ́/ɨ g ə́/ə
#
641	12_bone	Bone	NdandaNyep	Ndanda_Nyep	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ	bato1245		5.254489	10.471901		2 7	AX	BI	7	7.B.C 7.I.V	2.0 1.5	bvɨ̌/ɨ	1	144	bv ɨ̌/ɨ - -
642	12_bone	Bone	NdandaShingou	Ndanda_Shingou	bvíjí	bvíjí	bv í/i j í/i	ndan1241		5.238847	10.491081		2 7 6 7	AXBZ	BIJI	8	8.B.C 8.I.V 8.J.C 8.I.V	2.0 1.5 1.75 0.8	bví/ijí/i	0	144	bv í/i j í/i
643	12_bone	Bone	NdandaCaa	Ndanda_Ca-a	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ	ndan1241		5.14715	10.3942		2 7	AX	BI	2	2.B.C 2.I.V	2.0 1.5	bvɨ̌/ɨ	0	144	bv ɨ̌/ɨ - -
644	12_bone	Bone	NdandaMeno	Ndanda_Meno	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ	ndan1241		5.069482	10.425853		2 7	AX	BI	5	5.B.C 5.I.V	2.0 1.5	bvɨ̌/ɨ	0	144	bv ɨ̌/ɨ - -
645	12_bone	Bone	NdandaLek	Ndanda_Lek	və́h	və́h	v ə́/ə h	ndan1241		5.150741	10.429029		3 7 3	AXN	BEH	4	4.B.C 4.E.V 4.H.c	2.0 1.5 0.8	və́/əh	0	145	v ə́/ə h
646	12_bone	Bone	NdandaNgwa	Ndanda_Ngwa	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ	ndan1241		5.191047	10.473404		2 7	AX	BI	6	6.B.C 6.I.V	2.0 1.5	bvɨ̌/ɨ	0	144	bv ɨ̌/ɨ - -
647	12_bone	Bone	NdandaTwefap	Ndanda_Twefap	bvɔ̌	bvɔ̌	bv ɔ̌/ɔ	ndan1241		5.027245	10.473575		2 7	AX	BU	9	9.B.C 9.U.V	2.0 1.5	bvɔ̌/ɔ	0	144	bv ɔ̌/ɔ - -
648	12_bone	Bone	NdandaDenfap	Ndanda_Denfap	bvɨ̌	bvɨ̌	bv ɨ̌/ɨ	ndan1241		5.111459	10.336031		2 7	AX	BI	3	3.B.C 3.I.V	2.0 1.5	bvɨ̌/ɨ	1	144	bv ɨ̌/ɨ - -
649	12_bone	Bone	NdandaZua	Ndanda_Zua	vʉ́h	vʉ́h	v ʉ́/ʉ h						3 7 3	AXN	BYH	10	10.B.C 10.Y.V 10.H.c	2.0 1.5 0.8	vʉ́/ʉh	0	145	v ʉ́/ʉ h
#
881	13_breast	Breast	NdandaNyep	Ndanda_Nyep	pǐ	pǐ	p ǐ/i	bato1245		5.254489	10.471901		1 7	AX	PI	7	7.P.C 7.I.V	2.0 1.5	pǐ/i	0	154	p ǐ/i -
882	13_breast	Breast	NdandaShingou	Ndanda_Shingou	mbǐ	mbǐ	ⁿb ǐ/i	ndan1241		5.238847	10.491081		1 7	AX	PI	8	8.P.C 8.I.V	2.0 1.5	ⁿbǐ/i	0	154	ⁿb ǐ/i -
883	13_breast	Breast	NdandaCaa	Ndanda_Ca-a	pǐ	pǐ	p ǐ/i	ndan1241		5.14715	10.3942		1 7	AX	PI	2	2.P.C 2.I.V	2.0 1.5	pǐ/i	0	154	p ǐ/i -
884	13_breast	Breast	NdandaMeno	Ndanda_Meno	pǐ	pǐ	p ǐ/i	ndan1241		5.069482	10.425853		1 7	AX	PI	5	5.P.C 5.I.V	2.0 1.5	pǐ/i	0	154	p ǐ/i -
885	13_breast	Breast	NdandaLek	Ndanda_Lek	mbə́h	mbə́h	ⁿb ə́/ə h	ndan1241		5.150741	10.429029		1 7 3	AXN	PEH	4	4.P.C 4.E.V 4.H.c	2.0 1.5 0.8	ⁿbə́/əh	0	154	ⁿb ə́/ə h
886	13_breast	Breast	NdandaNgwa	Ndanda_Ngwa	pǐ	pǐ	p ǐ/i	ndan1241		5.191047	10.473404		1 7	AX	PI	6	6.P.C 6.I.V	2.0 1.5	pǐ/i	0	154	p ǐ/i -
887	13_breast	Breast	NdandaTwefap	Ndanda_Twefap	mbɨ̌k	mbɨ̌k	ⁿb ɨ̌/ɨ k	ndan1241		5.027245	10.473575		1 7 1	AXN	PIK	9	9.P.C 9.I.V 9.K.c	2.0 1.5 0.8	ⁿbɨ̌/ɨk	0	154	ⁿb ɨ̌/ɨ k
888	13_breast	Breast	NdandaDenfap	Ndanda_Denfap	mbǐ	mbǐ	ⁿb ǐ/i	ndan1241		5.111459	10.336031		1 7	AX	PI	3	3.P.C 3.I.V	2.0 1.5	ⁿbǐ/i	0	154	ⁿb ǐ/i -
889	13_breast	Breast	NdandaZua	Ndanda_Zua	mbʉ́h	mbʉ́h	ⁿb ʉ́/ʉ h						1 7 3	AXN	PYH	10	10.P.C 10.Y.V 10.H.c	2.0 1.5 0.8	ⁿbʉ́/ʉh	0	154	ⁿb ʉ́/ʉ h
890	13_breast	Breast	Goshimjang	Goshimjang	mbə́h	mbə́h	ⁿb ə́/ə h	ndan1241		5.234168	10.407013		1 7 3	AXN	PEH	1	1.P.C 1.E.V 1.H.c	2.0 1.5 0.8	ⁿbə́/əh	0	154	ⁿb ə́/ə h
#
381	14_child	Child	NdandaNyep	Ndanda_Nyep	ŋǔ	ŋǔ	ŋ ǔ/u	bato1245		5.254489	10.471901		4 7	AX	NY	7	7.N.C 7.Y.V	2.0 1.5	ŋǔ/u	0	165	ŋ ǔ/u - -
382	14_child	Child	NdandaShingou	Ndanda_Shingou	ŋǔ	ŋǔ	ŋ ǔ/u	ndan1241		5.238847	10.491081		4 7	AX	NY	8	8.N.C 8.Y.V	2.0 1.5	ŋǔ/u	0	165	ŋ ǔ/u - -
383	14_child	Child	NdandaCaa	Ndanda_Ca-a	ŋǔ	ŋǔ	ŋ ǔ/u	ndan1241		5.14715	10.3942		4 7	AX	NY	2	2.N.C 2.Y.V	2.0 1.5	ŋǔ/u	0	165	ŋ ǔ/u - -
384	14_child	Child	NdandaMeno	Ndanda_Meno	mǔ ǎ	mǔ_ǎ	m ǔ/u + ǎ/a	ndan1241		5.069482	10.425853		4 7 9 7	AX_X	MY_A	5	5.M.C 5.Y.V 5._._ 5.A.V	2.0 1.5 0.0 1.5	mǔ/u+ǎ/a	0	166 167	m ǔ/u + ǎ/a
385	14_child	Child	NdandaLek	Ndanda_Lek	ŋwɔ́	ŋwɔ́	ŋʷ ɔ́/ɔ	ndan1241		5.150741	10.429029		4 7	AX	NU	4	4.N.C 4.U.V	2.0 1.5	ŋʷɔ́/ɔ	0	165	ŋʷ ɔ́/ɔ - -
386	14_child	Child	NdandaNgwa	Ndanda_Ngwa	ŋúwɔ̌	ŋúwɔ̌	ŋ ú/u w ɔ̌/ɔ	ndan1241		5.191047	10.473404		4 7 6 7	AXBZ	NYWU	6	6.N.C 6.Y.V 6.W.C 6.U.V	2.0 1.5 1.75 0.8	ŋú/uwɔ̌/ɔ	0	165	ŋ ú/u w ɔ̌/ɔ
387	14_child	Child	NdandaTwefap	Ndanda_Twefap	ŋǔwɔ̌	ŋǔwɔ̌	ŋ ǔ/u w ɔ̌/ɔ	ndan1241		5.027245	10.473575		4 7 6 7	AXBZ	NYWU	9	9.N.C 9.Y.V 9.W.C 9.U.V	2.0 1.5 1.75 0.8	ŋǔ/uwɔ̌/ɔ	0	165	ŋ ǔ/u w ɔ̌/ɔ
388	14_child	Child	NdandaDenfap	Ndanda_Denfap	ŋúwɔ̌	ŋúwɔ̌	ŋ ú/u w ɔ̌/ɔ	ndan1241		5.111459	10.336031		4 7 6 7	AXBZ	NYWU	3	3.N.C 3.Y.V 3.W.C 3.U.V	2.0 1.5 1.75 0.8	ŋú/uwɔ̌/ɔ	0	165	ŋ ú/u w ɔ̌/ɔ
389	14_child	Child	NdandaZua	Ndanda_Zua	ŋwɔ́	ŋwɔ́	ŋʷ ɔ́/ɔ						4 7	AX	NU	10	10.N.C 10.U.V	2.0 1.5	ŋʷɔ́/ɔ	0	165	ŋʷ ɔ́/ɔ - -
390	14_child	Child	Goshimjang	Goshimjang	ŋwɔ́	ŋwɔ́	ŋʷ ɔ́/ɔ	ndan1241		5.234168	10.407013		4 7	AX	NU	1	1.N.C 1.U.V	2.0 1.5	ŋʷɔ́/ɔ	0	165	ŋʷ ɔ́/ɔ - -
#
1591	15_cloud	Cloud	NdandaNyep	Ndanda_Nyep	dî	dî	d î/i	bato1245		5.254489	10.471901		1 7	AX	TI	7	7.T.C 7.I.V	2.0 1.5	dî/i	0	178	d î/i -
1592	15_cloud	Cloud	NdandaShingou	Ndanda_Shingou	díɛ̂	díɛ̂	d í/i ɛ̂/ɛ	ndan1241		5.238847	10.491081		1 7 7	AXZ	TIE	8	8.T.C 8.I.V 8.E.V	2.0 1.5 0.8	dí/iɛ̂/ɛ	0	178	d í/i ɛ̂/ɛ
1593	15_cloud	Cloud	NdandaCaa	Ndanda_Ca-a	díɛ̂	díɛ̂	d í/i ɛ̂/ɛ	ndan1241		5.14715	10.3942		1 7 7	AXZ	TIE	2	2.T.C 2.I.V 2.E.V	2.0 1.5 0.8	dí/iɛ̂/ɛ	0	178	d í/i ɛ̂/ɛ
1594	15_cloud	Cloud	NdandaMeno	Ndanda_Meno	díɛ̂	díɛ̂	d í/i ɛ̂/ɛ	ndan1241		5.069482	10.425853		1 7 7	AXZ	TIE	5	5.T.C 5.I.V 5.E.V	2.0 1.5 0.8	dí/iɛ̂/ɛ	0	178	d í/i ɛ̂/ɛ
1595	15_cloud	Cloud	NdandaLek	Ndanda_Lek	ʒwɛ̀	ʒwɛ̀	ʒʷ ɛ̀/ɛ	ndan1241		5.150741	10.429029		3 7	AX	SE	4	4.S.C 4.E.V	2.0 1.5	ʒʷɛ̀/ɛ	0	177	ʒʷ ɛ̀/ɛ
1596	15_cloud	Cloud	NdandaNgwa	Ndanda_Ngwa	díɛ̂	díɛ̂	d í/i ɛ̂/ɛ	ndan1241		5.191047	10.473404		1 7 7	AXZ	TIE	6	6.T.C 6.I.V 6.E.V	2.0 1.5 0.8	dí/iɛ̂/ɛ	0	178	d í/i ɛ̂/ɛ
1597	15_cloud	Cloud	NdandaTwefap	Ndanda_Twefap	lúwì	lúwì	l ú/u w ì/i	ndan1241		5.027245	10.473575		5 7 6 7	AXBZ	LYWI	9	9.L.C 9.Y.V 9.W.C 9.I.V	2.0 1.5 1.75 0.8	lú/uwì/i	0	179	l ú/u w ì/i
1598	15_cloud	Cloud	NdandaDenfap	Ndanda_Denfap	lúwì	lúwì	l ú/u w ì/i	ndan1241		5.111459	10.336031		5 7 6 7	AXBZ	LYWI	3	3.L.C 3.Y.V 3.W.C 3.I.V	2.0 1.5 1.75 0.8	lú/uwì/i	0	179	l ú/u w ì/i
1599	15_cloud	Cloud	NdandaZua	Ndanda_Zua	ʒwɛ̀	ʒwɛ̀	ʒʷ ɛ̀/ɛ						3 7	AX	SE	10	10.S.C 10.E.V	2.0 1.5	ʒʷɛ̀/ɛ	0	177	ʒʷ ɛ̀/ɛ
1600	15_cloud	Cloud	Goshimjang	Goshimjang	ʒwɛ̀	ʒwɛ̀	ʒʷ ɛ̀/ɛ	ndan1241		5.234168	10.407013		3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ʒʷɛ̀/ɛ	0	177	ʒʷ ɛ̀/ɛ
#
1801	16_cold	Cold	NdandaNyep	Ndanda_Nyep	fɔ̌	fɔ̌	f ɔ̌/ɔ	bato1245		5.254489	10.471901		3 7	AX	BU	7	7.B.C 7.U.V	2.0 1.5	fɔ̌/ɔ	0	188	f ɔ̌/ɔ -
1802	16_cold	Cold	NdandaShingou	Ndanda_Shingou	fɔ̌	fɔ̌	f ɔ̌/ɔ	ndan1241		5.238847	10.491081		3 7	AX	BU	8	8.B.C 8.U.V	2.0 1.5	fɔ̌/ɔ	1	188	f ɔ̌/ɔ -
1803	16_cold	Cold	NdandaCaa	Ndanda_Ca-a	fí	fí	f í/i	ndan1241		5.14715	10.3942		3 7	AX	BI	2	2.B.C 2.I.V	2.0 1.5	fí/i	0	188	f í/i -
1804	16_cold	Cold	NdandaMeno	Ndanda_Meno	fɔ̌	fɔ̌	f ɔ̌/ɔ	ndan1241		5.069482	10.425853		3 7	AX	BU	5	5.B.C 5.U.V	2.0 1.5	fɔ̌/ɔ	0	188	f ɔ̌/ɔ -
1805	16_cold	Cold	NdandaLek	Ndanda_Lek	fɔ́h	fɔ́h	f ɔ́/ɔ h	ndan1241		5.150741	10.429029		3 7 3	AXN	BUH	4	4.B.C 4.U.V 4.H.c	2.0 1.5 0.8	fɔ́/ɔh	1	188	f ɔ́/ɔ h
1806	16_cold	Cold	NdandaNgwa	Ndanda_Ngwa	ɣú	ɣú	ɣ ú/u	ndan1241		5.191047	10.473404		3 7	AX	GY	6	6.G.C 6.Y.V	2.0 1.5	ɣú/u	0	189	ɣ ú/u
1807	16_cold	Cold	NdandaTwefap	Ndanda_Twefap	ɣú	ɣú	ɣ ú/u	ndan1241		5.027245	10.473575		3 7	AX	GY	9	9.G.C 9.Y.V	2.0 1.5	ɣú/u	0	189	ɣ ú/u
1808	16_cold	Cold	NdandaDenfap	Ndanda_Denfap	ɣú	ɣú	ɣ ú/u	ndan1241		5.111459	10.336031		3 7	AX	GY	3	3.G.C 3.Y.V	2.0 1.5	ɣú/u	0	189	ɣ ú/u
1809	16_cold	Cold	NdandaZua	Ndanda_Zua	fɔ́h	fɔ́h	f ɔ́/ɔ h						3 7 3	AXN	BUH	10	10.B.C 10.U.V 10.H.c	2.0 1.5 0.8	fɔ́/ɔh	1	188	f ɔ́/ɔ h
1810	16_cold	Cold	Goshimjang	Goshimjang	fɔ́h	fɔ́h	f ɔ́/ɔ h	ndan1241		5.234168	10.407013		3 7 3	AXN	BUH	1	1.B.C 1.U.V 1.H.c	2.0 1.5 0.8	fɔ́/ɔh	1	188	f ɔ́/ɔ h
#
1771	17_day	Day	NdandaNyep	Ndanda_Nyep	mǔtʃúwɔ̌	mǔtʃúwɔ̌	m ǔ/u tʃ ú/u w ɔ̌/ɔ	bato1245		5.254489	10.471901		4 7 1 7 6 7	AXBYBZ	MYTYWU	7	7.M.C 7.Y.V 7.T.C 7.Y.V 7.W.C 7.U.V	2.0 1.5 1.75 1.3 1.75 0.8	mǔ/utʃú/uwɔ̌/ɔ	0	199	m ǔ/u tʃ ú/u w ɔ̌/ɔ
1772	17_day	Day	NdandaShingou	Ndanda_Shingou	mǔtʃúwɔ̌	mǔtʃúwɔ̌	m ǔ/u tʃ ú/u w ɔ̌/ɔ	ndan1241		5.238847	10.491081		4 7 1 7 6 7	AXBYBZ	MYTYWU	8	8.M.C 8.Y.V 8.T.C 8.Y.V 8.W.C 8.U.V	2.0 1.5 1.75 1.3 1.75 0.8	mǔ/utʃú/uwɔ̌/ɔ	0	199	m ǔ/u tʃ ú/u w ɔ̌/ɔ
1773	17_day	Day	NdandaCaa	Ndanda_Ca-a	mǔtʃúwɔ̌	mǔtʃúwɔ̌	m ǔ/u tʃ ú/u w ɔ̌/ɔ	ndan1241		5.14715	10.3942		4 7 1 7 6 7	AXBYBZ	MYTYWU	2	2.M.C 2.Y.V 2.T.C 2.Y.V 2.W.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	mǔ/utʃú/uwɔ̌/ɔ	0	199	m ǔ/u tʃ ú/u w ɔ̌/ɔ
1774	17_day	Day	NdandaMeno	Ndanda_Meno	mǔtʃúwɔ̌	mǔtʃúwɔ̌	m ǔ/u tʃ ú/u w ɔ̌/ɔ	ndan1241		5.069482	10.425853		4 7 1 7 6 7	AXBYBZ	MYTYWU	5	5.M.C 5.Y.V 5.T.C 5.Y.V 5.W.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	mǔ/utʃú/uwɔ̌/ɔ	0	199	m ǔ/u tʃ ú/u w ɔ̌/ɔ
